code	en	et
8141	V-belt builder	kiilrihmavalmistaja
2152	predictive maintenance expert	ennetava hoolduse ekspert
3434	pastry chef	magustoidu peakokk
2621	exhibition registrar	peavarahoidja
7536	leather goods finishing operator	nahktoodete viimistleja
8171	laminating machine operator	lamineerimismasina operaator
8131	coking furnace operator	kõrgahju operaator
5223	orthopaedic supplies specialised seller	ortopeediatoodete müüja
1324	move manager	kolimisjuht
8343	automated cable vehicle controller	automatiseeritud köissõiduki juht
5419	crowd controller	rahvahulga kontrolli all hoidmise spetsialist
8114	electrolytic cell maker	elektrolüüsivannide valmistaja
2432	intercultural communication consultant	kultuuridevahelise suhtlemise nõustaja
2635	victim support officer	ohvriabitöötaja
2320	transport technology vocational teacher	transporditehnika eriala kutseõpetaja
5120	cook	kokk
7232	aircraft maintenance technician	õhusõidukite tehnohoolduse mehaanik
8160	starch extraction operator	tärklise ekstraheerimise operaator
3331	import export specialist in agricultural machinery and equipment	põllumajandusmasinate ja -seadmete impordi ja ekspordi spetsialist
2320	agriculture, forestry and fishery vocational teacher	põllumajanduse, metsanduse või kalanduse eriala kutseõpetaja
2141	leather goods industrial engineer	nahktoodete tööstusinsener
3118	printed circuit board designer	trükkplaadidisainer
1213	procurement department manager	hankeosakonna juhataja
2310	social work lecturer	sotsiaaltöö õppejõud
9333	rail intermodal equipment operator	raudtee-ühendveovahendite operaator
7532	clothing cutter	juurdelõikaja
3214	prosthetist-orthotist	proteesi- ja ortoosimeister
3411	legal assistant	juristiabi
4224	camping ground operative	kämpingu teenindustöötaja
7412	geothermal technician	geotermaalenergia tehnik
2152	computer hardware engineer	arvuti riistvara insener
3252	waiting list coordinator	ootenimekirja koordinaator
9123	window cleaner	aknapesija
7534	mattress maker	madratsivalmistaja
3412	crisis helpline operator	abiliini töötaja
2114	environmental geologist	keskkonnageoloog
3324	wholesale merchant in china and other glassware	portselani ja klaastoodete hulgikaupleja
3351	hand luggage inspector	käsipagasi inspektor
2412	investment fund management assistant	investeerimisfondi abihaldur
1439	travel agency manager	reisibüroo juht
8183	canning and bottling line operator	konserveerimis- ja villimisliini operaator
8152	weaving machine operator	kangakudumismasina operaator
7221	drop forging hammer worker	stantsija
7536	footwear patternmaker	jalatsite modelleerija
2144	container equipment design engineer	konteinerseadmete projekteerimise insener
1120	animal facility manager	loomaaia juht
2164	transport planner	liiklusplaneerija
2320	hairdressing vocational teacher	juuksurieriala kutseõpetaja
1346	insurance claims manager	kahjukäsitluse juht
7412	marine electrician	laevaelektrik
3255	massage therapist	massaažiterapeut
1212	equality and inclusion manager	võrdõiguslikkuse ja kaasatuse koordinaator
7317	wicker furniture maker	korvmööbli valmistaja
2149	nanoengineer	nanoinsener
3435	prompter	suflöör
3324	shipbroker	laevamaakler
2651	sculptor	skulptor
1219	department manager	osakonna juhataja
2166	animation layout artist	animatsiooni taustakunstnik
8332	live animal transporter	elusloomade vedaja
3122	dairy processing technician	piimatöötlemistehnik
3141	biochemistry technician	biokeemiatehnik
7233	mining equipment mechanic	kaevandusseadmete mehaanik
3112	engineering assistant	inseneri assistent
8189	slitter operator	pikilõikepingi operaator
7534	upholsterer	polsterdaja
2145	brewmaster	pruulimeister
2222	midwife	ämmaemand
2635	family social worker	pereabitöötaja
3122	footwear assembly supervisor	jalatsite koostamise töödejuhataja
1324	import export manager in china and other glassware	portselan- ja klaastoodete impordi ja ekspordi juht
7119	manufactured wooden building assembler	puitmoodulehitiste koostaja
5111	cabin crew manager	salongimeeskonna juht
7316	wood painter	puidumaalija
4212	casino cashier	kasiino kassapidaja
5153	house sitter	majavaht
8142	cake press operator	plasttoodete pressioperaator
5112	railway passenger service agent	jaamateenindaja
2651	conceptual artist	kontseptuaalne kunstnik
9411	quick service restaurant crew member	kiirteenindusrestorani meeskonnaliige
2621	collection manager	koguhoidja
1324	machinery, industrial equipment, ships and aircraft distribution manager	masinate, tööstusseadmete, laevade ja õhusõidukite turustusjuht
3122	aircraft assembly supervisor	õhusõiduki koostamise töödejuhataja
2513	user interface designer	kasutajaliideste projekteerija
1212	employee volunteering programme coordinator	töötajate vabatahtliku tegevuse programmi koordinaator
1420	sporting and outdoor accessories shop manager	spordi- ja vabaajakaupade kaupluse juhataja
2353	language school teacher	keeltekooli õpetaja
3511	data centre operator	andmekeskuse operaator
1324	import export manager in textile industry machinery	tekstiilitööstusmasinate impordi ja ekspordi juht
2143	wastewater engineer	reovee käitlemise insener
5223	meat and meat products specialised seller	liha ja lihatoodete müüja
1420	bookshop manager	raamatukaupluse juhataja
2611	lawyer	jurist
8160	distillery worker	piiritusetehase tööline
2310	anthropology lecturer	antroploogiaõppejõud
8172	chipper operator	puiduhakkuri operaator
2634	health psychologist	tervisepsühholoog
2352	special educational needs teacher	eripedagoog
8322	patient transport services driver	patsiendiveosõiduki juht
7314	production potter	savi- ja portselanitoodete valmistaja
7531	tailor	rätsep
7126	gas service technician	gaasitorustiku lukksepp
2141	leather production planner	naha tootmisprotsessi planeerija
7212	spot welder	punktkeevitaja
7312	piano maker	klaverimeister
1420	clothing shop manager	rõivakaupluse juhataja
7223	router operator	vertikaalfreespingi operaator
2432	activism officer	aktiivse kaasamise spetsialist
3252	medical records manager	terviseandmete haldur
2632	thanatology researcher	tanatoloog
5131	beer sommelier	õllesommeljee
3331	import export specialist in pharmaceutical goods	farmaatsiatoodete impordi ja ekspordi spetsialist
1324	rail operations manager	raudteeveo juht
6113	interior landscaper	sisehaljastaja
2635	military welfare worker	sõjaväe sotsiaaltöötaja
2522	system configurator	süsteemide konfigureerija
7231	tyre fitter	rehvipaigaldaja
2433	after-sales service technician	müügijärgse teeninduse ja hoolduse spetsialist
2422	agricultural policy officer	põllumajandusametnik
1420	press and stationery shop manager	perioodika ja kirjatarvete kaupluse juhataja
3324	wholesale merchant in machine tools	tööpinkide hulgikaupleja
2310	food science lecturer	toiduteaduse õppejõud
8114	block machine operator	betoonblokimasina operaator
7133	asbestos abatement worker	asbestieemaldaja
2631	economist	ökonomist
2144	precision engineer	peenmehaanika insener
3154	airport operations officer	lennujaamatöö korraldaja
8181	glass annealer	klaasilõõmutusmasina operaator
3119	quality engineering technician	kvaliteeditehnik
3435	script supervisor	stsenaariumiinspektor
3331	import export specialist in furniture, carpets and lighting equipment	mööbli, vaipade ja valgustite impordi ja ekspordi spetsialist
3240	veterinary technician	veterinaartehnik
1321	waste management officer	jäätmekäitluse juht
2643	sign language interpreter	viipekeeletõlk
2351	special educational needs coordinator	hariduslike erivajadustega õppurite õppekoordinaator
4312	insurance clerk	kindlustusassistent
3153	aircraft pilot	õhusõiduki piloot
2320	business and marketing vocational teacher	ärinduse ja turunduse eriala kutseõpetaja
2310	university literature lecturer	kirjanduse õppejõud
7543	motor vehicle assembly inspector	mootorsõiduki koostamise inspektor
4221	railway sales agent	rongipiletite müüja
2635	criminal justice social worker	kriminaalhoolduse sotsiaaltöötaja
3113	electrical engineering technician	elektrisüsteemide tehnik
9623	vending machine operator	müügiautomaadi käitaja
4415	file clerk	registripidaja
5120	diet cook	dieetkokk
3435	performance lighting technician	valgustaja
8160	fat-purification worker	rasvapuhastustööline
8160	dairy processing operator	piimasaaduste töötlemise operaator
5241	fashion model	modell
2165	geographic information systems specialist	geoinfosüsteemide spetsialist
4221	tourist information officer	turismiinfopunkti töötaja
3323	set buyer	dekoratsiooniala varustaja
2351	education inspector	haridusinspektor
2212	specialised doctor	eriarst
5223	sales assistant	müügikonsultant
1420	textile shop manager	tekstiiltoodete kaupluse juhataja
0110	army captain	sõjaväekapten
5411	marine firefighter	meretuletõrjuja
3412	disability support worker	erivajadustega inimeste tugiisik
7317	brush maker	harjavalmistaja
5414	security alarm investigator	patrullekipaaži turvatöötaja
2431	customer experience manager	kliendikogemuse juht
2635	marriage counsellor	abielunõustaja
3117	mine surveying technician	kaevanduse geodeesiatehnik
5112	chief conductor	ülemkonduktor
3341	contact centre supervisor	kontaktkeskuse töödejuhataja
1223	ICT research manager	IKT-uuringute juht
3151	ship assistant engineer	laeva abimehaanik
1321	sewerage systems manager	kanalisatsioonivõrgu juht
3123	demolition supervisor	lammutustööde töödejuhataja
2320	design and applied arts vocational teacher	disaini ja tarbekunsti eriala kutseõpetaja
2631	economic development coordinator	majandusarengu koordinaator
2432	public affairs consultant	avalike suhete nõunik
2522	ICT system administrator	IKT süsteemiadministraator
1112	central bank governor	keskpanga president
2144	aerodynamics engineer	aerodünaamikainsener
2356	ICT trainer	IKT koolitaja
1420	shop manager	kaupluse juhataja
2513	digital games developer	digimängude arendaja
7317	artisan papermaker	käsitööpaberi valmistaja
1324	resource manager	ressursijuht
1223	innovation officer	innovatsioonispetsialist
1223	product manager	tootejuht
7516	leaf tier	lehtede siduja
1324	import export manager in beverages	jookide impordi ja ekspordi juht
1324	waste and scrap distribution manager	jäätmete ja jääkide turustusjuht
8114	stone splitter	kivilõikamise operaator
1349	energy manager	energiakasutuse juht
9411	pizzaiolo	pitsaküpsetaja
2411	financial fraud examiner	finantspettuste uurija
1349	chief fire officer	tuletõrjeülem
3324	wholesale merchant in electrical household appliances	elektriliste kodumasinate hulgikaupleja
3257	environmental health inspector	keskkonnatervise inspektor
3435	pyrotechnic designer	pürotehnika kavandaja
8121	extrusion machine operator	ekstrudeerija
5223	audio and video equipment specialised seller	audio- ja videoseadmete müüja
2330	physical education teacher secondary school	üldhariduskooli vanema astme kehalise kasvatuse õpetaja
9214	garden labourer	aianduse lihttööline
2149	health and safety engineer	töökaitseinsener
2163	leather goods designer	nahktoodete disainer
1212	corporate training manager	koolitusjuht
3321	insurance broker	kindlustusmaakler
9212	catcher	linnupüüdja
3423	specialised outdoor animator	vabaõhutegevusjuht erivajadustega inimestele
7316	sign maker	silditegija
5131	restaurant host/restaurant hostess	restorani administraator
2422	labour market policy officer	tööturupoliitika spetsialist
7223	milling machine operator	freespingi operaator
3324	wholesale merchant in textiles and textile semi-finished and raw materials	tekstiili, tekstiilitoorme ja pooltoodete hulgikaupleja
4227	survey enumerator	küsitleja
5161	fortune teller	ennustaja
5249	rental service representative in trucks	veokite renditeenuse müüja
5142	aesthetician	kosmeetik
5131	head sommelier	peasommeljee
3133	chemical processing plant controller	keemiatööstuse seadmestiku operaator
1112	embassy counsellor	saatkonna nõunik
3434	private chef	erakokk
8152	weaving textile technician	kangakudumistehnik
2519	ICT quality assurance manager	IKT kvaliteedijuht
7515	master coffee roaster	kohviröstimise spetsialist
7131	paperhanger	tapeetija
1221	aftersales service manager	müügijärgsete teenuste juht
3315	insurance fraud investigator	kindlustuspettuste uurija
1321	leather finishing operations manager	nahatöötluse juht
7133	chimney sweep	korstnapühkija
8312	train dispatcher	rongidišpetser
1324	intermodal logistics manager	ühendvedude logistikajuht
5329	hospital porter	patsientide transportija
2264	advanced physiotherapist	vanemfüsioterapeut
3131	onshore wind farm technician	maismaa tuulepargi tehnik
2421	process officer	protsessispetsialist
2132	aquaculture recirculation manager	vesiviljeluse retsirkulatsioonisüsteemide haldur
2310	history lecturer	ajalooõppejõud
2142	drainage engineer	kuivendussüsteemide insener
3331	customs and excise officer	tolli- ja aktsiisihaldur
3257	industrial waste inspector	tööstusjäätmete inspektor
2162	landscape designer	maastikukujundaja
7232	aircraft de-icer installer	õhusõidukite jäätõrjuja
3512	ICT security technician	IKT turvatehnik
7543	vessel assembly inspector	laevakooste inspektor
2642	journalist	ajakirjanik
3118	drafter	joonestaja
3324	wholesale merchant in office furniture	kontorimööbli hulgikaupleja
6113	groundsman/groundswoman	muruhooldaja
5419	game keeper	jääger
1324	household goods distribution manager	kodutarvete turustusjuht
8142	optical disc moulding machine operator	optilise ketta valumasina operaator
7215	rigging supervisor	trossipaigalduse töödejuhataja
2636	chaplain	kaplan
9329	wood caulker	plangutise tihendaja
8332	moving truck driver	kolimisauto juht
7114	terrazzo setter	terratsopõranda ehitaja
7223	heat treatment furnace operator	kuumtöötlusahju operaator
2421	building information modelling consultant	ehitusteabe modelleerimise konsultant
7223	metal planer operator	metalli pikihöövelpingi operaator
5249	rental service representative in recreational and sports goods	vabaaja- ja sporditarvete renditeenuse müüja
2261	specialist dentist	erihambaarst
1312	aquaculture husbandry manager	vesiviljeluskasvanduse juht
3521	video technician	videotehnik
3324	wholesale merchant in hardware, plumbing and heating equipment and supplies	rauakaupade, veevarustus- ja kütteseadmete ning nende koosteosade hulgikaupleja
2144	agricultural equipment design engineer	põllumajandusseadmete projekteerimise insener
4221	host/hostess	vastuvõtja
3123	structural ironwork supervisor	raudkonstruktsioonitööde juhataja
7133	building exterior cleaner	hoone välispinna puhastaja
2621	museum scientist	muuseumiteadlane
3119	leather goods manufacturing technician	nahktoodete tootmistehnik
2359	e-learning architect	e-õppe arhitekt
2659	performance artist	esineja
3122	footwear production supervisor	jalatsitootmise töödejuhataja
7223	straightening machine operator	õgvendusmasina operaator
2511	ICT system analyst	IKT-süsteemide analüütik
6112	hop farmer	humalakasvataja
1212	talent acquisition manager	talendiotsingu juht
1324	import export manager in furniture, carpets and lighting equipment	mööbli, vaipade ja valgustusseadmete impordi ja ekspordi juht
2269	osteopath	osteopaat
2143	environmental expert	keskkonnaekspert
2513	web content manager	veebisisu haldaja
1221	sales manager	müügijuht
2149	alternative fuels engineer	alternatiivkütuste tehnoloog
2635	mental health social worker	vaimse tervise valdkonna sotsiaaltöötaja
7523	wood pallet maker	puidust kaubaaluste valmistaja
7132	transport equipment painter	transpordivahendite värvija
3433	taxidermist	taksidermist
1330	ICT product manager	IKT-tootejuht
1420	retail department manager	kaubagrupi juht
1344	youth programme director	noorteprogrammi juht
2131	microbiologist	mikrobioloog
8212	photographic equipment assembler	fotoseadmete koostaja
2511	ICT system developer	IKT-süsteemide arendaja
1321	food production manager	toiduainetööstuse tootmisjuht
3411	court administrative officer	kohtu haldussekretär
6221	aquaculture hatchery worker	vesiviljelushaudejaama oskustöötaja
2113	chemical tester	koostise kontrolli keemik
1112	consul	konsul
7114	concrete finisher	betoonpindade viimistleja
2114	geophysicist	geofüüsik
3411	conveyance clerk	kohtudokumentide edastaja
8172	band saw operator	lintsaepingi operaator
2149	compliance engineer	vastavuskontrolli insener
7322	screen printer	siidtrükkal
2529	ICT resilience manager	IKT-vastupidavusvõime haldur
2635	migrant social worker	rändevaldkonna sotsiaaltöötaja
3115	industrial maintenance supervisor	tööstusseadmete hoolduse töödejuhataja
3111	physics technician	füüsikatehnik
2359	instructional designer	juhendmaterjalide koostaja
2643	linguist	keeleteadlane
9216	water-based aquaculture worker	vesiviljeluse lihttööline
7223	drill press operator	metallipuurpingi operaator
3521	recording studio technician	helisalvestusstuudio tehnik
3331	import export specialist in clothing and footwear	rõivaste ja jalatsite impordi ja ekspordi spetsialist
5223	medical goods specialised seller	meditsiinikaupade müüja
7222	locksmith	lukksepp
1349	publications coordinator	publitseerimistegevuse koordinaator
5163	cemetery attendant	surnuaiatöötaja
3131	steam turbine operator	auruturbiini operaator
1324	supply chain manager	tarneahela juht
2142	transport engineer	transpordiinsener
3324	wholesale merchant in mining, construction and civil engineering machinery	kaevandus- ja ehitusmasinate hulgikaupleja
3512	ICT help desk agent	IKT kasutajatoe töötaja
3354	passport officer	passiametnik
8152	knitting machine supervisor	silmuskudumise järelevaataja
2144	mechatronics engineer	mehhatroonikainsener
2149	optical engineer	optikainsener
7321	lithographer	litograveerija
2143	waste treatment engineer	jäätmekäitlusinsener
3312	mortgage loan underwriter	hüpoteeklaenu kinnitaja
2433	medical sales representative	meditsiinitoodete ja -tehnika müügiesindaja
2163	industrial designer	tööstusdisainer
8160	germination operator	idandamisoperaator
2359	academic advisor	akadeemiline nõustaja
3259	temperature screener	temperatuuri kontrollija
7515	farm milk controller	farmi piimakontrollija
3142	aquaculture site supervisor	vesiviljelusobjekti töödejuhataja
7523	woodturner	puidutreial
2143	environmental engineer	keskkonnainsener
2151	power distribution engineer	jaotusvõrgu insener
8181	fibre machine tender	kiumasina operaator
3343	court reporter	kohtuprotokollija
2654	video and motion picture editor	video- ja kinofilmide monteerija
7119	steeplejack	kõrgehitustööline
2642	blogger	blogija
2120	statistician	statistik
3435	stage technician	lavatehnik
2269	specialist biomedical scientist	biomeditsiini eriteadlane
1420	delicatessen shop manager	delikatessikaupluse juhataja
2611	prosecutor	prokurör
2632	anthropologist	antropoloog
2114	exploration geologist	uuringugeoloog
1324	mining, construction and civil engineering machinery distribution manager	kaevandus-, ehitus- ja tsiviilehitusmasinate turustusjuht
7322	hot foil operator	kuumfooliotrüki operaator
7543	lumber grader	metsa- või saematerjali hindaja
8211	aircraft assembler	õhusõidukikoostaja
2165	cartographer	kartograaf
1223	leather goods product development manager	nahktoodete arendusjuht
4313	payroll clerk	palgaarvestaja
3112	fire safety tester	tuleohutuse testija
2310	philosophy lecturer	filosoofiaõppejõud
8142	record press operator	vinüülplaadi pressioperaator
2651	storyboard artist	storyboardi joonistaja
5243	door to door seller	läveltmüüja
2144	optomechanical engineer	optomehaanika insener
3122	electrical equipment production supervisor	elektriseadmete tootmise töödejuhataja
1324	forecast manager	prognoosijuht
3123	plastering supervisor	krohvijate töödejuhataja
8219	metal products assembler	metalltoodete koostaja
3341	data entry supervisor	andmesisestuse töödejuhataja
8322	hearse driver	matuseauto juht
2634	psychotherapist	psühhoterapeut
2149	thermal engineer	soojusenergeetikainsener
3315	property appraiser	varahindaja
1324	import export manager in sugar, chocolate and sugar confectionery	suhkru, šokolaadi ja suhkrukondiitritoodete impordi ja ekspordi juht
7223	chain making machine operator	traattoodete valmistamise operaator
3119	food technician	toiduspetsialist
2635	enterprise development worker	ettevõtte arendustöötaja
5414	airport security officer	lennujaama julgestustöötaja
3255	shiatsu practitioner	shiatsuteraapia spetsialist
3154	aviation inspector	lennundusinspektor
7233	construction equipment technician	ehitusseadmete tehnik
9520	hawker	tänavamüüja
7215	rigger	trossipaigaldaja
2149	acoustical engineer	akustikainsener
2641	writer	kirjanik
7317	basketmaker	korvipunuja
2412	corporate risk manager	ettevõtte riskijuht
7321	typesetter	trükiladuja
7543	product quality controller	toodete kvaliteedi kontrollija
8141	rubber products machine operator	kummitootemasinate operaator
7521	wood treater	puidutöötleja
2120	biometrician	biomeetrik
8183	packaging and filling machine operator	pakendus- ja täitemasina operaator
7543	aircraft assembly inspector	õhusõiduki koostamise inspektor
3434	head pastry chef	magustoidu ülemkokk
2521	database developer	andmebaaside arendaja
3122	industrial assembly supervisor	tööstuskooste töödejuhataja
1324	import export manager in household goods	kodutarvete impordi ja ekspordi juht
1322	quarry manager	karjääri juhataja
3111	remote sensing technician	kaugseiretehnik
2431	advertising copywriter	reklaamikirjanik
2166	special effects artist	eriefektide kunstnik
2511	ICT consultant	IKT-nõustaja
1213	director of compliance and information security	õigusnormidele vastavuse ja infoturbe juht
3123	crane crew supervisor	kraanajuhtide töödejuhataja
3133	chemical plant control room operator	keemiatehase juhtimissüsteemi operaator
1420	motor vehicle shop manager	mootorsõidukite kaupluse juhataja
0110	lieutenant	leitnant
6121	sheep breeder	lambakasvataja
7232	aircraft maintenance coordinator	õhusõidukite tehnohoolduse koordinaator
1324	import export manager in fish, crustaceans and molluscs	kala, vähilaadsete ja molluskite impordi ja ekspordi juht
7543	control panel tester	juhtpaneeli testija
2149	energy engineer	energiaseadmete insener
7124	insulation worker	isoleerija
4312	back office specialist	keskkontori töötaja
3131	nuclear reactor operator	tuumareaktori operaator
2651	glass artist	klaasikunstnik
3422	tennis coach	tenniseinstruktor
3115	mechanical engineering technician	masinaehitustehnik
8122	rustproofer	roostekaitsetööline
3115	aircraft engine tester	õhusõiduki mootoritestija
7422	mobile devices technician	mobiilseadmete tehnik
2144	mine ventilation engineer	kaevanduse ventilatsiooniinsener
3257	hazardous materials inspector	ohtlike materjalide inspektor
1324	railway station manager	raudteejaamaülem
3153	flight instructor	lennuinstruktor
7531	costume maker	lavakostüümide valmistaja
7318	carpet weaver	vaibakuduja
3312	credit risk analyst	krediidiriskianalüütik
2631	tax policy analyst	maksupoliitika analüütik
2310	healthcare specialist lecturer	meditsiini erialaõppejõud
1219	facilities manager	haldusjuht
3334	title closer	tehingukorraldaja
7515	food grader	toidusortija
3411	court enforcement officer	kohtutäitur
5113	tourist guide	giid
7421	office equipment repair technician	kontoritehnika hooldustehnik
1324	import export manager in live animals	elusloomade impordi ja ekspordi juht
5246	food service worker	toitlustustöötaja
7121	roofer	katusekatja
2145	rubber technologist	kummitehnoloog
8132	motion picture film developer	kinofilmiilmutaja
8342	pile driving hammer operator	vaiarammi juht
6121	cattle breeder	veisekasvataja
3115	motor vehicle engine tester	mootorsõiduki mootoritestija
3331	import export specialist in machinery, industrial equipment, ships and aircraft	masinate, tööstusseadmete, laevade ja õhusõidukite impordi ja ekspordi spetsialist
2431	advertising media planner	meediareklaami planeerimise spetsialist
7312	membranophone musical instruments maker	membranofonimeister
3253	first aid instructor	esmaabikoolitaja
9333	stevedore	stividor
8342	surface mine plant operator	avakaevanduse masinist
2131	immunologist	immunoloog
2422	environmental policy officer	keskkonnaametnik
4221	tour operator representative	reisikorraldusettevõtte esindaja
3114	avionics inspector	avioonikainspektor
2141	process engineer	tehnoloog
8321	motorcycle delivery person	motokuller
1219	wood factory manager	puiduettevõtte juht
2310	law lecturer	õigusteaduse õppejõud
2642	broadcast news editor	uudistetoimetaja
1420	craft shop manager	käsitöökaupluse juhataja
5223	tobacco specialised seller	tubakatoodete müüja
1211	bank treasurer	panga varahaldur
8160	milk heat treatment process operator	piima kuumtöötlemise protsessi operaator
8181	brick and tile caster	tellise- ja plaadivormija
2352	early years special educational needs teacher	koolieelse lasteasutuse eripedagoog
2355	circus arts teacher	tsirkusekunsti õpetaja
2433	technical sales representative in machinery and industrial equipment	masinate ja tööstusseadmete tehnikamüügi esindaja
2131	epidemiologist	epidemioloog
2635	social work supervisor	sotsiaaltöö juhtumikorraldaja
1324	perfume and cosmetics distribution manager	parfümeeria- ja kosmeetikatoodete turustusjuht
2635	youth worker	noorsootöötaja
2431	business developer	ettevõtte arendusspetsialist
1420	supermarket manager	selvehalli juhataja
3331	import export specialist in  fish, crustaceans and molluscs	kalade, vähilaadsete ja kalatoodete impordi ja ekspordi spetsialist
2114	seismologist	seismoloog
7422	computer hardware repair technician	arvutiriistvara hooldustehnik
2269	biomedical scientist advanced	biomeditsiini tippteadlane
4222	customer contact centre information clerk	klienditoe teenindaja
2413	investment analyst	investeerimisanalüütik
4312	foreign exchange cashier	valuutavahetaja
2320	firefighter instructor	tuletõrje- ja päästeeriala õpetaja
0110	colonel	kolonel
6112	arboriculturist	puuhooldaja
2642	columnist	kolumnist
7421	tramways technician	köisteede tehnik
1324	import export manager	impordi ja ekspordi juht
2432	spokesperson	pressiesindaja
4212	casino pit boss	kasiinosaali administraator
5419	civil enforcement officer	munitsipaalpolitseinik
7231	automotive brake technician	mootorsõidukite pidurimehaanik
8160	animal feed operator	loomasöödamasina operaator
3334	property acquisitions manager	kinnisvara ostuhaldur
3115	material stress analyst	materjalipinge analüütik
3324	wholesale merchant in metals and metal ores	metallide ja metallimaakide hulgikaupleja
2412	investment fund manager	investeerimisfondi haldur
1323	property developer	kinnisvaraarendaja
5249	rental service representative in agricultural machinery and equipment	põllumajandusmasinate ja -seadmete renditeenuse müüja
4323	road transport maintenance scheduler	ühissõidukite tehnilise järelevalve korraldaja
8160	wine fermenter	veinikääritamise operaator
2621	cultural visitor services manager	kultuurisündmuste külastajate teenindusjuht
7543	veneer grader	spooni sortija
7317	woodcarver	puidunikerdaja
2635	sexual violence counsellor	seksuaalvägivalla ohvrite nõustaja
5120	fish cook	kalakokk
3142	viticulture adviser	viinamarjakasvatuse nõustaja
3331	import export specialist in mining, construction, civil engineering machinery	kaevandus- ja ehitusmasinate impordi ja ekspordi spetsialist
1323	construction general contractor	ehituse peatöövõtja
2149	onshore wind energy engineer	maismaa tuuleenergia insener
1324	maritime water transport general manager	meretranspordi üldjuht
2166	3D modeller	3D-modelleerija
3411	case administrator	kohtuistungisekretär
2632	geographer	geograaf
4311	billing clerk	arvete koostaja
8171	pulp technician	tselluloositootmise operaator
8122	electroplating machine operator	galvaniseerija
3313	grants administrator	toetuste haldur
2141	automation engineer	automaatikainsener
2514	industrial mobile devices software developer	tööstuslike käsiseadmete tarkvara arendaja
3323	ICT buyer	IKT sisseostja
5120	grill cook	grillikokk
1324	import export manager in machine tools	tööpinkide impordi ja ekspordi juht
0110	brigadier	brigaadikomandör
3315	real estate surveyor	kinnisvarahindaja
5164	kennel supervisor	koerakasvanduse juhataja
2142	airport planning engineer	lennujaamade projekteerimise insener
2163	furniture designer	mööblidisainer
7115	kitchen unit installer	köögipaigaldaja
7221	mechanical forging press worker	mehaanilise stantsiga stantsija
2111	cosmologist	kosmoloog
7223	laser cutting machine operator	laserlõikuspingi operaator
7311	surgical instrument maker	kirurgiliste instrumentide valmistaja
5165	driving instructor	sõiduõpetaja
8112	mineral crushing operator	purusti operaator
3343	editorial assistant	abitoimetaja
7541	rescue diver	päästetuuker
3119	industrial engineering technician	tööstustehnik
1349	service manager	teenuste juht
7422	fibre optic installer	optiliste kaablite paigaldaja
6223	fisheries master	kalalaeva püügijuht
5142	manicurist	maniküürija
2146	metallurgist	metallurg
7221	farrier	hobuserautaja
5419	coastguard watch officer	merepäästetöötaja
7531	wig and hairpiece maker	parukavalmistaja-knühvija
8350	matrose	siseveelaeva madrus
2514	ICT application developer	IKT rakendustarkvara arendaja
2659	stand-up comedian	püstijalakoomik
8172	crosscut saw operator	järkamissaagmasina operaator
7312	harp maker	harfimeister
0310	infantry soldier	jalaväelane
1324	furniture carpets and lighting equipment distribution manager	mööbli, vaipade ja valgustusseadmete turustusjuht
3435	prop master/prop mistress	rekvisiitor
2511	ICT system integration consultant	IKT-süsteemide integreerimise valdkonna nõustaja
8153	clothing sample machinist	rõivatootmise näidismudeli valmistaja
3251	dental chairside assistant	hambaarsti assistent
4221	ticket sales agent	piletimüügiagent
5222	shop supervisor	müüja-vahetuseülem
3122	wood production supervisor	puidutootmise töödejuhataja
8211	industrial machinery assembler	tööstusmasinate koostaja
2269	specialist chiropractor	erikiropraktik
2250	animal chiropractor	veterinaarkiropraktik
5142	tanning consultant	solaariumi klienditeenindaja
2310	modern languages lecturer	nüüdiskeelte õppejõud
3332	venue director	üritusjuht
2635	palliative care social worker	palliatiivse ravi valdkonna sotsiaaltöötaja
2149	geothermal engineer	geotermaalenergia insener
9333	warehouse worker	laotööline
1219	project manager	projektijuht
8160	yeast distiller	pärmidestilleerija
3114	computer hardware test technician	arvutiriistvara testija
9212	groom	hobuhooldaja
2433	technical sales representative in chemical products	keemiatoodete tehnikamüügi esindaja
8183	leather goods packing operator	nahktoodete pakkimisoperaator
5132	barista	barista
2263	radiation protection officer	kiirguskaitsespetsialist
5221	retail entrepreneur	jaekaupleja
3435	performance flying director	lennustseenide lavastaja
2633	philosopher	filosoof
8131	nitroglycerin neutraliser	nitroglütseriini neutraliseerija
3313	accounting assistant	raamatupidamise assistent
2133	aquaculture environmental analyst	vesiviljeluse keskkonna analüütik
2310	archaeology lecturer	arheoloogiaõppejõud
2267	optometrist	optometrist
2330	literature teacher at secondary school	üldhariduskooli vanema astme kirjandusõpetaja
3311	financial broker	finantsmaakler
1223	research manager	teadusjuht
7511	fish preparation operator	kalade müügiks ettevalmistaja
3311	securities broker	väärtpaberimaakler
2432	public relations officer	avalike suhete spetsialist
3435	mask maker	maskide valmistaja
7231	roadside vehicle technician	mootorsõidukite tehnoabi mehaanik
5223	flower and garden specialised seller	lille- ja aianduskaupluse müüja
7412	mining electrician	kaevanduselektrik
6221	aquaculture husbandry worker	vesiviljeluskasvanduse oskustöötaja
7543	metal product quality control inspector	metalltoodete kvaliteediinspektor
7422	security alarm technician	valvesignalisatsioonide tehnik
8172	engineered wood board machine operator	liimpuitplaatide pressi operaator
